DETAILED DATABASE

+--------+---------------------------+---------------------------+------+------+----------------------------------------------------------------------------------------------------------------------------------+---------+---------+---------+-------------+------------+------+------+----------+---------+---------+---------+-------------+------------+------+------+----------+---------+
|  ROLL  |            NAME           |        FATHER_NAME        | SEM1 | SEM2 |                                                             PENDING1                                                             | STATUS1 | SEM1_CO | SEM2_CO | PENDING1_CO | STATUS1_CO | SEM3 | SEM4 | PENDING2 | STATUS2 | SEM3_CO | SEM4_CO | PENDING2_CO | STATUS2_CO | SEM5 | SEM6 | PENDING3 | STATUS3 |
| 14710  |      DEEPIKA CHAUHAN      |      JAGDISH CHAUHAN      | 766  | 725  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 839  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14711  |   DHEERAJ KUMAR JAISWAL   |   KRISNA CHANDRA JAISWAL  | 732  | 719  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 766  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14712  |        DIVYA GUPTA        |     RAM PRAKASH GUPTA     | 758  | 770  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 797  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14713  |        GAURAV KUMAR       |        SURESH CHAND       | 576  | 569  |                                                            KMCA212,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 547  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14714  |      HARSHDIP MISHRA      |    ACHCHUTANAND MISHRA    | 782  | 682  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 704  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14715  |     IRFAN AHMAD ANSARI    |      ISTIYAQUE AHMAD      | 820  | 721  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 770  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14716  |       JITENDRA KUMAR      |       DINESH CHANDRA      | 697  | 628  |                                                            KMCA214,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 676  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14717  |         JYOTI OJHA        |     PREM CHANDRA OJHA     | 657  | 665  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 747  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14718  |      KANCHAN CHAUHAN      |       HIRDESH KUMAR       | 880  | 819  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 844  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14719  |     KANHEYA LAL TIWARI    |   KISHAN SWAROOP TIWARI   | 748  | 690  |                                                            KMCA214,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 682  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14720  |        KHALID MOIN        |         MOINUDDIN         | 856  | 719  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 824  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14721  |       KHUSHBOO GOND       |       MAHENDRA GOND       | 807  | 725  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 825  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14722  |     KISHAN KUMAR YADAV    |     RAMA SHANKAR YADAV    | 683  | 646  |                                                        KAS104, KMCA214,                                                          |  PCP(2) |    -    |    -    |      -      |     -      | 697  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14723  |       KM PRIYA SINGH      |       SUBHASH CHAND       | 723  | 705  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 782  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14724  |         KM. DIKSHA        |      VEERESHWAR SINGH     | 775  | 756  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 815  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14725  |        MANOJ KUMAR        |         RAM SHARAN        | 830  | 743  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 865  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14726  |     MANUJ KUMAR SHARMA    |    GYAN PRAKASH SHARMA    | 748  | 682  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 781  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14727  |       MOHD AQIL KHAN      |         BADLU KHAN        | 781  | 630  |                                                            KMCA214,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 674  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14728  |        NADEEM AHMAD       |       SHAMEEM AHMAD       | 854  | 788  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 782  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14729  |   NAVEEN KUMAR VARSHNEY   |    PAWAN KUMAR VARSHNEY   | 714  | 661  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 717  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14730  |        PARUL SHARMA       |      RAJKUMAR SHARMA      | 842  | 760  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 800  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14731  |       POOJA KUMARI        |        ASHOK KUMAR        | 705  | 669  |                                                            KMCA214,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | UFM  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14732  |       PRIYA KATIYAR       |   PRADEEP KUMAR KATIYAR   | 739  | 750  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 813  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14733  |        RADHA KUMARI       |        JAWAHAR LAL        | 902  | 847  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 891  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14734  |        RAHUL BHARTI       |         REVATI LAL        | 613  | 561  |                                                    KAS104, KMCA212, KMCA214,                                                     |  PCP(3) |    -    |    -    |      -      |     -      | 692  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14735  |     RAHUL KUMAR GUPTA     |        SURESH GUPTA       | 866  | 710  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 869  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14736  |        RAJEEV KUMAR       |        RAKESH KUMAR       | 641  | 599  |                                                            KMCA214,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 624  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14737  |       RAJNEESH KUMAR      |    GANGA PRASAD AHIRWAR   | 752  | 730  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 768  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14738  |        RASHMI GUPTA       |      KISHAN LAL GUPTA     | 873  | 775  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 833  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14739  |         RAVI KUMAR        |         RAM PRASAD        | 648  | 587  |                                                            KMCA214,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 679  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14740  |        RAVI MALVIYA       |       RAJESH MALVIYA      | 861  | 813  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 791  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14741  |         RISHA RANI        |        ANSAR UDDIN        | 812  | 807  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 813  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14742  |       RUCHIMAY VERMA      |     ASHOK KUMAR VERMA     | 830  | 766  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 810  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14743  |          S.DEEPAK         |        S.GUPTESWAR        | 753  | 705  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 710  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14744  |  SANJAY KUMAR PUSHP JIVI  |             -             |  -   |  -1  |                                                                -                                                                 |         |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14745  |    SAURABH KUMAR PANDEY   |    SUSHEEL KUMAR PANDEY   | 807  | 670  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 680  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14746  |      SHALAKHA GAUTAM      |      AJAY KUMAR SINGH     | 855  | 792  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 786  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14747  |     SHIKHA SRIVASTAVA     |     MUKESH KUMAR SINHA    | 790  | 704  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 777  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14748  |     SHIPRA SRIVASTAAVA    |  UMESH CHANDRA SRIVASTAVA | 782  | 795  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 848  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14749  |     SHIVNARAYAN PASWAN    |      DIPCHAND PASWAN      | 715  | 658  |                                                            KMCA214,                                                              |  PCP(1) |    -    |    -    |      -      |     -      | 681  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14750  |     SUBHANSHU TRIVEDI     |       SANJAY TRIVEDI      | 807  | 677  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 766  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14751  |       TRAPTI SHARMA       |             -             |  -   |  -1  |                                                                -                                                                 |         |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14752  |   TRAYAMBAK DHAR DWIVEDI  |    CHANDRA DHAR DWIVEDI   | 754  | 686  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 751  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14753  |        UMESH KUMAR        |      JAGDISH NARAYAN      | 678  | 652  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 737  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14754  |       VAIBHAV SHUKLA      |      AJENDRA BHUSHAN      | 812  | 740  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 776  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14755  |        VIKESH GUPTA       |        RAMDEO GUPTA       | 881  | 813  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 832  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14756  |       VIKRANT SHARMA      |    MAHENDRA PAL SHARMA    | 886  | 788  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 821  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14757  |   VIVEK KUMAR CHAURASIA   |   RAMESH KUMAR CHAURASIA  | 803  | 726  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 695  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14758  |     VIVEK KUMAR SAHOO     |     GURU PRASAD SAHOO     | 804  | 671  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 755  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14759  |             -             |             -             |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158101 |      ARUN KUMAR VERMA     |      LAL BACHAN VERMA     |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 667  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158102 |        ARVIND KUMAR       |          SANT RAM         |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 659  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158103 |      BIPIN BIHARI RAM     |      SHIV NARAYAN RAM     |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 600  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158104 |         HADI HASAN        |          ROJA ALI         |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 635  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158105 |       HASNAIN SHEKH       |      NOORUDDIN SHEKH      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 647  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158106 |          JYOTSANA         |       AKHAND PRATAP       |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 716  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158107 |        KAPIL KUMAR        |    VIRENDRA KUMAR SINGH   |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 700  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158108 |        SHANVI GUPTA       |    SHRISH CHANDRA GUPTA   |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 649  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158109 |    SHUBHAM KUMAR BHARTI   |       HARISH CHANDRA      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 667  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158110 |       SHUBHAM MISHRA      |        ANAND MISHRA       |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 662  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158111 |     SUJIT KUMAR YADAVA    |       SUBEDAR YADAVA      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 676  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158201 |       ADARSH PANDEY       |   NARENDRA KUMAR PANDEY   |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 714  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158202 |          AKANKSHA         |           MANOJ           |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 658  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158203 |      AMIT KUMAR DUBEY     |      RAM NIHAL DUBEY      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 665  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158204 |        BHOLA SINGH        |       LAXHMI NARAYN       |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 554  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158205 |             -             |             -             |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158206 |       MANISH MAURYA       |       RAMJEET MAURYA      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 691  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158207 |       NAVEEN DWIVEDI      |   KARUNA SHANKAR DWIVEDI  |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 589  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158208 |        POOJA BHARTI       |       JAGDISH PRASAD      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 687  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158209 |       SANCHIT SINGH       |      RAM KUMAR SINGH      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 666  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158210 |          SHALU JI         |      RAM MURAT YADAV      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 691  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158211 |     SUJIT KUMAR PANDEY    |    RAVI SHANKAR PANDEY    |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 726  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158212 |       VARSHA SONKAR       |      PANNA LAL SONKAR     |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 652  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158301 |         ANITA DEVI        |     BACHCHAN RAM YADAV    |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 750  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158302 |   AWADHESH KUMAR MAURYA   |     RADHE SHYAM MAURYA    |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 769  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158303 |     DILIP KUMAR BHARTI    |         TULSI RAM         |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 680  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158304 |     GOURAV JHINJHANIYA    |    SATYAVEER JHIJHANIYA   |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 808  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158305 |        KAIFIL VARA        |       KAYYUM ANSARI       |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 641  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158306 |     MANISH KUMAR GUPTA    |         RAM GOPAL         |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 808  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158307 |      MANISH PRAJAPTI      |    RAM BHAWAN PRAJAPATI   |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 777  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158308 |     NIKESH KUMAR DUBEY    |    NALNESH KUMAR DUBEY    |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 721  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158309 |        NISHA SINGH        |      RAMCHANDRA SINGH     |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 715  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158310 | PRASHANT KUMAR SHRIWASTAW |    KRISHNA BAHADUR LAL    |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 719  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158311 |       RAM MURTI PAL       |     AYODHYA PRASAD PAL    |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 821  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158312 |       SHAGUN GANGWAR      |        KRISHAN PAL        |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 704  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158401 |      AVIINASH CHAUHAN     |   VIRENDRA KUMAR CHAUHAN  |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 653  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158402 |       DIKSHA MISHRA       |      RAVIKANT MISHRA      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 722  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158403 |   MITHILESH KUMAR PATEL   |     HEMANT KUMAR PATEL    |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 820  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158404 |             -             |             -             |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158405 |           NIDHI           |      RAKESH AGGARWAL      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 642  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158406 |    SANJEEV KUMAR SINGH    |      RAM BRIKSH SINGH     |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 753  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158407 |       SHIVAM PANDEY       |    SHYAM NARAYAN PANDEY   |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 716  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158408 |      SHREERAM MISHRA      |     RAM SANEHI MISHRA     |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 749  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158409 |       SUNAINA SONKAR      |        RAJU SONKAR        |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 568  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158410 |         SUNIL SAH         |        NANDLAL SAH        |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 536  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158501 |        ABHA PORWAL        |       PRAMOD PORWAL       |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 664  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158502 |        AJEET KUMAR        |         RAJ KUMAR         |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 696  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158503 |      DHARMENDRA KUMAR     |        CHHANGUR RAM       |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 555  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158504 |    KM AKANKSHA SHRESTHA   |       SURESH CHANDRA      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 724  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158505 |          KM PRITI         |    SARVESH KUMAR GUPTA    |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 732  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158506 |        SHAHBAZ KHAN       |        SHAMSAD KHAN       |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 687  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158507 |         SONU KUMAR        |         RAM JANAK         |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 755  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158508 |        SURAJ KUMAR        |      BHAJURAM PRASAD      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 780  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158509 |        SURESH KUMAR       |          HORI LAL         |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 812  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158510 |      VIDYA SAGAR SONI     |        BHOLA PRASAD       |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 710  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158511 |    VIVEK KUMAR TRIPATHI   |   BHIM SHANKAR TRIPATHI   |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 749  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158512 |        RAHUL KUMAR        |      JITENDRA PRASAD      |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 742  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158601 |             -             |             -             |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 158602 |        ARTI BAJPAI        |    SHYAM KISHORE BAJPAI   |  -   |  -   |                                                                -                                                                 |    -    |    -    |    -    |      -      |     -      | 641  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
